grid_id;organization_name;country_code;country;latitude;longitude;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;organization_type_id;organization_type
grid.260664.0;Natl. Taiwan Ocean Univ.;TW;Taiwan;251.501;121.778;925;430;241;1596;57.957;26.942;15.100;3;Education
grid.264580.d;Tamkang Univ.;TW;Taiwan;25.175;121.449;895;379;226;1500;59.667;25.267;15.067;3;Education
grid.415502.7;St. Michael's Hosp.;CA;Canada;436.532;-793.775;858;3776;945;5579;15.379;67.682;16.939;6;Healthcare
grid.412022.7;Nanjing Tech Univ.;CN;China;320.787;118.772;4629;1241;1044;6914;66.951;17.949;15.100;3;Education
grid.433800.c;Wuhan Inst.  Technology;CN;China;30.502;114.39;1304;375;158;1837;70.985;20.414;8.601;3;Education
grid.459171.f;Inst.  Microelectronics;CN;China;399.772;116.388;617;506;316;1439;42.877;35.163;21.960;4;Facility
grid.419092.7;Shanghai Inst.s  Biological Sciences;CN;China;312.014;121.452;1262;1689;1944;4895;25.781;34.505;39.714;4;Facility
grid.419093.6;Shanghai Inst.  Materia Medica;CN;China;31.202;121.587;1079;952;818;2849;37.873;33.415;28.712;4;Facility
grid.419102.f;Shanghai Inst.  Technology;CN;China;311.662;121.422;1244;311;114;1669;74.536;18.634;6.830;3;Education
grid.419897.a;Ministry  Education  People's Republic  China;CN;China;399.139;116.369;9898;23630;4589;38117;25.967;61.993;12.039;5;Government
grid.488137.1;China Military;CN;China;399.133;116.395;831;1822;334;2987;27.821;60.998;11.182;5;Government
grid.266096.d;Univ.  Calinia, Merced;US;United States;373.629;-120.43;548;763;214;1525;35.934;50.033;14.033;3;Education
grid.266185.e;Univ.  Colorado System;US;United States;40.028;-105.264;226;1927;310;2463;9.176;78.238;12.586;3;Education
grid.266436.3;Univ.  Houston;US;United States;297.202;-953.422;2928;3007;1251;7186;40.746;41.845;17.409;3;Education
grid.440745.6;Airlangga Univ.;ID;Indonesia;-727.059;112.758;1580;464;305;2349;67.263;19.753;12.984;3;Education
grid.412725.7;Spedali Civili di Brescia;IT;Italy;45.558;102.308;284;1056;305;1645;17.264;64.195;18.541;6;Healthcare
grid.414603.4;Istituti di Ricovero e Cura a Carattere Scientifico;IT;Italy;418.958;124.626;375;6021;483;6879;5.451;87.527;7.021;6;Healthcare
grid.417007.5;Policlinico Umberto I;IT;Italy;419.067;125.117;435;1946;301;2682;16.219;72.558;11.223;6;Healthcare
grid.446088.6;Saratov State Univ.;RU;Russia;51.538;460.096;730;177;306;1213;60.181;14.592;25.227;3;Education
grid.4764.1;Physikalisch-Technische Bundesanstalt;DE;Germany;522.971;10.463;653;465;134;1252;52.157;37.141;10.703;4;Facility
grid.5601.2;Univ.  Mannheim;DE;Germany;494.839;84.622;580;1425;457;2462;23.558;57.880;18.562;3;Education
grid.4372.2;Max Planck Society;DE;Germany;481.413;115.819;297;3655;494;4446;6.680;82.209;11.111;7;Nonprofit
grid.6553.5;Ilmenau Univ.  Technology;DE;Germany;506.817;109.389;1001;423;308;1732;57.795;24.423;17.783;3;Education
grid.6884.2;Hamburg Univ.  Technology;DE;Germany;534.608;996.944;1013;490;304;1807;56.060;27.117;16.824;3;Education
grid.7307.3;Univ.  Augsburg;DE;Germany;483.339;108.983;812;650;286;1748;46.453;37.185;16.362;3;Education
grid.7497.d;German Cancer Res. Ctr.;DE;Germany;49.414;8.672;1398;4370;1577;7345;19.033;59.496;21.470;4;Facility
grid.7551.6;German Aerospace Ctr.;DE;Germany;508.551;711.957;2904;1400;622;4926;58.953;28.421;12.627;4;Facility
grid.7645.0;Univ.  Kaiserslautern;DE;Germany;494.238;775.614;1806;977;603;3386;53.337;28.854;17.809;3;Education
grid.27871.3b;Nanjing Agricultural Univ.;CN;China;320.319;118.837;7504;1235;2131;10870;69.034;11.362;19.604;3;Education
grid.35155.37;Huazhong Agricultural Univ.;CN;China;304.753;114.354;6431;1262;2059;9752;65.945;12.941;21.114;3;Education
grid.411519.9;China Univ.  Petroleum, Beijing;CN;China;402.195;116.247;3980;1100;1172;6252;63.660;17.594;18.746;3;Education
grid.423905.9;Dalian Inst.  Chemical Physics;CN;China;388.849;121.579;1336;1100;1402;3838;34.810;28.661;36.529;4;Facility
grid.424023.3;Inst.  Atmospheric Physics;CN;China;39.978;116.387;599;443;599;1641;36.502;26.996;36.502;4;Facility
grid.440686.8;Dalian Maritime Univ.;CN;China;388.711;121.534;2173;457;304;2934;74.063;15.576;10.361;3;Education
grid.8547.e;Fudan Univ.;CN;China;312.977;121.504;16210;7716;5714;29640;54.690;26.032;19.278;3;Education
grid.484590.4;Qingdao Natl. Laboratory  Marine Science  & Technology;CN;China;363.415;120.666;517;2380;163;3060;16.895;77.778;5.327;4;Facility
grid.418531.a;Sinopec (China);CN;China;399.253;116.436;886;458;129;1473;60.149;31.093;8.758;2;Company
grid.452253.7;Children's Hosp.  Suzhou Univ.;CN;China;313.095;120.639;661;275;195;1131;58.444;24.315;17.241;6;Healthcare
grid.469325.f;Zhejiang Univ.  Technology;CN;China;302.923;120.166;4955;1150;630;6735;73.571;17.075;9.354;3;Education
grid.257160.7;Hunan Agricultural Univ.;CN;China;281.822;113.085;1412;552;309;2273;62.121;24.285;13.594;3;Education
grid.260463.5;Nanchang Univ.;CN;China;286.658;115.813;5261;1329;996;7586;69.351;17.519;13.129;3;Education
grid.260474.3;Nanjing Normal Univ.;CN;China;320.561;118.764;3326;894;740;4960;67.057;18.024;14.919;3;Education
grid.461843.c;Inst.  Hematology & Blood Diseases Hosp.;CN;China;391.217;117.183;401;274;369;1044;38.410;26.245;35.345;6;Healthcare
grid.443541.3;Shenyang Aerospace Univ.;CN;China;419.263;123.404;1031;162;129;1322;77.988;12.254;9.758;3;Education
grid.416466.7;Nanfang Hosp.;CN;China;231.899;113.329;2785;1038;901;4724;58.954;21.973;19.073;6;Healthcare
grid.458492.6;Ningbo Inst.  Industrial Technology;CN;China;299.206;121.633;823;842;520;2185;37.666;38.536;23.799;4;Facility
grid.412461.4;Second Affiliated Hosp.  Chongqing Med. Univ.;CN;China;295.598;106.574;618;349;212;1179;52.417;29.601;17.981;6;Healthcare
grid.13394.3c;Xinjiang Med. Univ.;CN;China;438.353;875.814;822;354;299;1475;55.729;24.000;20.271;3;Education
grid.221309.b;Hong Kong Baptist Univ.;CN;China;223.382;114.182;937;1187;492;2616;35.818;45.375;18.807;3;Education
grid.24515.37;Hong Kong Univ.  Science  & Technology;CN;China;223.362;114.265;2531;2272;1662;6465;39.149;35.143;25.708;3;Education
grid.412793.a;Tongji Hosp.;CN;China;305.787;114.262;3538;1370;1008;5916;59.804;23.158;17.039;6;Healthcare
grid.412987.1;XinHua Hosp.;CN;China;31.274;121.517;1277;737;464;2478;51.534;29.742;18.725;6;Healthcare
grid.412990.7;Xinxiang Med. Univ.;CN;China;352.915;113.936;1037;430;171;1638;63.309;26.252;10.440;3;Education
grid.413458.f;Guiyang Med. Univ.;CN;China;263.754;106.638;808;376;180;1364;59.238;27.566;13.197;3;Education
grid.412881.6;Univ.  Antioquia;CO;Colombia;626.742;-755.684;1990;733;765;3488;57.053;21.015;21.932;3;Education
grid.419208.6;Dr. NTR Univ.  Health Sciences;IN;India;165.164;806.693;809;253;173;1235;65.506;20.486;14.008;3;Education
grid.10423.34;Hannover Med. School;DE;Germany;523.839;98.047;2730;3962;1830;8522;32.035;46.491;21.474;3;Education
grid.10854.38;Osnabrück Univ.;DE;Germany;52.273;8.042;783;684;398;1865;41.984;36.676;21.341;3;Education
grid.11500.35;Hamburg Univ.  Applied Sciences;DE;Germany;53.556;100.221;326;664;199;1189;27.418;55.845;16.737;3;Education
grid.14841.38;Leibniz Inst.  Solid State  & Materials Res.;DE;Germany;510.262;13.725;350;626;291;1267;27.624;49.408;22.968;4;Facility
grid.411067.5;Universitätsklinikum Gießen und Marburg;DE;Germany;508.149;880.649;257;1651;281;2189;11.741;75.423;12.837;6;Healthcare
grid.266518.e;Univ.  Karachi;PK;Pakistan;249.408;671.202;767;541;585;1893;40.518;28.579;30.903;3;Education
grid.439338.6;Royal Brompton Hosp.;GB;United Kingdom;514.899;-0.170396;173;1386;373;1932;8.955;71.739;19.306;6;Healthcare
grid.12391.38;Univ.  Trier;DE;Germany;497.457;668.847;477;331;202;1010;47.228;32.772;20.000;3;Education
grid.7787.f;Univ.  Wuppertal;DE;Germany;512.451;715.216;1002;742;274;2018;49.653;36.769;13.578;3;Education
grid.15078.3b;Jacobs Univ.;DE;Germany;531.667;8.65;398;662;366;1426;27.910;46.424;25.666;3;Education
grid.410607.4;Univ. Med. Ctr.  Johannes Gutenberg Univ. Mainz;DE;Germany;499.929;825.875;918;3056;809;4783;19.193;63.893;16.914;6;Healthcare
grid.411339.d;Univ. Hosp. Leipzig;DE;Germany;513.308;123.858;450;2072;344;2866;15.701;72.296;12.003;6;Healthcare
grid.424247.3;German Ctr.  Neurodegenerative Diseases;DE;Germany;507.042;715.107;264;1189;186;1639;16.107;72.544;11.348;4;Facility
grid.5802.f;Johannes Gutenberg Univ.  Mainz;DE;Germany;499.926;824.121;2796;4485;2355;9636;29.016;46.544;24.440;3;Education
grid.5807.a;Otto-von-Guericke Univ. Magdeburg;DE;Germany;52.14;11.643;1814;2168;996;4978;36.440;43.552;20.008;3;Education
grid.6363.0;Charité - Univ. Medicine Berlin;DE;Germany;525.267;133.797;3847;9660;4757;18264;21.063;52.891;26.046;6;Healthcare
grid.7704.4;Univ.  Bremen;DE;Germany;531.086;885.361;2145;1856;1070;5071;42.299;36.600;21.100;3;Education
grid.7708.8;Univ. Med. Ctr. Freiburg;DE;Germany;480.063;784.062;1285;3624;1532;6441;19.950;56.265;23.785;6;Healthcare
grid.416126.6;Royal Hallamshire Hosp.;GB;United Kingdom;533.782;-149.361;232;827;363;1422;16.315;58.158;25.527;6;Healthcare
grid.416201.0;Southmead Hosp.;GB;United Kingdom;51.497;-2.594;243;693;292;1228;19.788;56.433;23.779;6;Healthcare
grid.416353.6;St Bartholomew's Hosp.;GB;United Kingdom;515.175;-0.100128;180;987;256;1423;12.649;69.361;17.990;6;Healthcare
grid.411659.e;Benemérita Universidad Autónoma de Puebla;MX;Mexico;189.977;-98.195;1011;526;386;1923;52.574;27.353;20.073;3;Education
grid.7220.7;Universidad Autónoma Metropolitana;MX;Mexico;192.867;-991.369;1410;961;709;3080;45.779;31.201;23.020;3;Education
grid.412124.0;Univ.  Sfax;TN;Tunisia;347.371;107.436;2609;1126;1115;4850;53.794;23.217;22.990;3;Education
grid.417384.d;Second Affiliated Hosp. & Yuying Children's Hosp.  Wenzhou Med. Univ.;CN;China;280.065;120.672;1186;518;523;2227;53.256;23.260;23.485;6;Healthcare
grid.260478.f;Nanjing Univ.  Inmation Science  & Technology;CN;China;322.072;118.722;2106;1414;439;3959;53.195;35.716;11.089;3;Education
grid.260987.2;Ningxia Univ.;CN;China;385.366;106.137;780;261;107;1148;67.944;22.735;9.321;3;Education
grid.8536.8;Federal Univ.  Rio de Janeiro;BR;Brazil;-229.533;-431.743;7101;5609;4997;17707;40.103;31.677;28.221;3;Education
grid.411179.b;Federal Univ.  Alagoas;BR;Brazil;-955.607;-357.761;1017;767;394;2178;46.694;35.216;18.090;3;Education
grid.411216.1;Federal Univ.  Paraíba;BR;Brazil;-713.643;-348.456;2465;1605;1260;5330;46.248;30.113;23.640;3;Education
grid.411221.5;Univ. Federal de Pelotas;BR;Brazil;-318.018;-524.146;2182;1328;1084;4594;47.497;28.907;23.596;3;Education
grid.266239.a;Univ.  Denver;US;United States;396.783;-104.962;692;725;278;1695;40.826;42.773;16.401;3;Education
grid.266515.3;Univ.  Kansas;US;United States;389.546;-952.558;2744;3564;1752;8060;34.045;44.218;21.737;3;Education
grid.266673.0;Univ.  Maryl &, Baltimore County;US;United States;392.555;-767.113;635;1136;560;2331;27.242;48.734;24.024;3;Education
grid.266684.8;Univ.  Massachusetts System;US;United States;423.126;-710.358;179;1340;251;1770;10.113;75.706;14.181;3;Education
grid.266815.e;Univ.  Nebraska at Omaha;US;United States;412.587;-960.106;407;928;227;1562;26.056;59.411;14.533;3;Education
grid.266859.6;Univ.  North Carolina at Charlotte;US;United States;353.036;-807.324;1318;1138;584;3040;43.355;37.434;19.211;3;Education
grid.266871.c;Univ.  North Texas Health Science Ctr.;US;United States;327.486;-973.694;392;641;270;1303;30.084;49.194;20.721;3;Education
grid.411384.b;Linköping Univ. Hosp.;SE;Sweden;584.019;156.189;107;798;341;1246;8.588;64.045;27.368;6;Healthcare
grid.8148.5;Linnaeus Univ.;SE;Sweden;568.542;163.491;506;634;209;1349;37.509;46.998;15.493;3;Education
grid.9723.f;Kasetsart Univ.;TH;Thailand;138.486;100.568;1571;959;620;3150;49.873;30.444;19.683;3;Education
grid.9786.0;Khon Kaen Univ.;TH;Thailand;164.703;102.816;1730;806;804;3340;51.796;24.132;24.072;3;Education
grid.411958.0;Australian Catholic Univ.;AU;Australia;-27.378;153.089;361;899;175;1435;25.157;62.648;12.195;3;Education
grid.1008.9;Univ.  Melbourne;AU;Australia;-377.971;144.96;6633;14295;5302;26230;25.288;54.499;20.214;3;Education
grid.411129.e;Bellvitge Univ. Hosp.;ES;Spain;413.449;210.424;777;1056;929;2762;28.132;38.233;33.635;6;Healthcare
grid.411142.3;Hosp. Del Mar;ES;Spain;413.837;219.426;539;1491;706;2736;19.700;54.496;25.804;6;Healthcare
grid.411258.b;Complejo Hosp.ario de Salamanca;ES;Spain;409.642;-567.331;534;842;445;1821;29.325;46.238;24.437;6;Healthcare
grid.411375.5;Hosp. Universitario Virgen Macarena;ES;Spain;374.062;-598.676;790;431;282;1503;52.562;28.676;18.763;6;Healthcare
grid.5612.0;Pompeu Fabra Univ.;ES;Spain;413.903;218.993;984;2360;1002;4346;22.642;54.303;23.056;3;Education
grid.459499.c;Complejo Hosp.ario Universitario de Granada;ES;Spain;371.883;-360.962;410;467;359;1236;33.172;37.783;29.045;6;Healthcare
grid.428469.5;Natl. Ctr.  Biotechnology;ES;Spain;405.448;-369.022;141;706;228;1075;13.116;65.674;21.209;4;Facility
grid.5328.c;French Inst.  Res. in Computer Science  & Automation;FR;France;488.372;210.348;410;2130;808;3348;12.246;63.620;24.134;5;Government
grid.5398.7;European Synchrotron Radiation Facility;FR;France;452.088;569.006;217;938;255;1410;15.390;66.525;18.085;7;Nonprofit
grid.5571.6;Univ.  Pau  & Pays de l'Adour;FR;France;438.849;-0.5072;294;511;263;1068;27.528;47.846;24.626;3;Education
grid.8183.2;Ctr. de Coopération Intl.e en Recherche Agronomique pour le Développement;FR;France;488.627;228.192;338;710;728;1776;19.032;39.978;40.991;4;Facility
grid.418979.a;Korea Inst.  Energy Res.;KR;South Korea;363.837;127.36;457;375;183;1015;45.025;36.946;18.030;4;Facility
grid.49606.3d;Hanyang Univ.;KR;South Korea;375.575;127.045;5769;2715;1954;10438;55.269;26.011;18.720;3;Education
grid.35541.36;Korea Inst.  Science  & Technology;KR;South Korea;375.952;126.998;1558;2041;1128;4727;32.960;43.178;23.863;4;Facility
grid.255588.7;Eulji Univ.;KR;South Korea;363.333;127.405;441;563;230;1234;35.737;45.624;18.639;3;Education
grid.412576.3;Pukyong Natl. Univ.;KR;South Korea;351.342;129.104;1269;627;448;2344;54.138;26.749;19.113;3;Education
grid.412674.2;Soonchunhyang Univ.;KR;South Korea;367.708;126.932;989;899;549;2437;40.583;36.890;22.528;3;Education
grid.50550.35;Assistance Publique – Hôpitaux de Paris;FR;France;488.568;235.041;521;8348;1082;9951;5.236;83.891;10.873;6;Healthcare
grid.418116.b;Ctr. Léon Bérard;FR;France;45.741;487.786;187;1382;325;1894;9.873;72.967;17.160;7;Nonprofit
grid.457330.6;CEA LETI;FR;France;45.196;570.445;305;1013;737;2055;14.842;49.294;35.864;5;Government
grid.413784.d;Bicêtre Hosp.;FR;France;488.095;235.511;183;1157;422;1762;10.386;65.664;23.950;6;Healthcare
grid.414244.3;Hôpital Nord;FR;France;432.901;540.402;183;937;391;1511;12.111;62.012;25.877;6;Healthcare
grid.414295.f;Hôpital Rangueil;FR;France;435.599;145.434;137;749;544;1430;9.580;52.378;38.042;6;Healthcare
grid.418596.7;Inst. Curie;FR;France;488.433;234.417;462;2418;812;3692;12.514;65.493;21.994;7;Nonprofit
grid.11166.31;Univ.  Poitiers;FR;France;465.861;0.343889;594;1685;1000;3279;18.115;51.388;30.497;3;Education
grid.15540.35;French Agency  Food, Environmental  & Occupational Health & Safety;FR;France;48.811;242.496;397;377;250;1024;38.770;36.816;24.414;5;Government
grid.17703.32;Intl. Agency  Res. On Cancer;FR;France;457.435;48.761;149;1077;164;1390;10.719;77.482;11.799;5;Government
grid.411439.a;Pitié-Salpêtrière Hosp.;FR;France;48.837;2.365;737;4443;1840;7020;10.499;63.291;26.211;6;Healthcare
grid.419656.9;Natl. Inst.  Technology Calicut;IN;India;11.322;759.354;583;264;234;1081;53.932;24.422;21.647;3;Education
grid.10214.36;Madurai Kamaraj Univ.;IN;India;993.882;781.404;940;307;365;1612;58.313;19.045;22.643;3;Education
grid.414698.6;Maulana Azad Med. College;IN;India;286.373;772.366;463;409;515;1387;33.381;29.488;37.131;3;Education
grid.414953.e;Jawaharlal Inst.  Post Graduate Med. Education  & Res.;IN;India;119.543;79.797;1035;354;430;1819;56.899;19.461;23.639;3;Education
grid.427788.6;Amrita Inst.  Med. Sciences  & Res. Ctr.;IN;India;100.332;762.934;535;332;313;1180;45.339;28.136;26.525;6;Healthcare
grid.473481.d;Saha Inst.  Nuclear Physics;IN;India;226.006;884.201;510;269;315;1094;46.618;24.589;28.793;4;Facility
grid.417969.4;Indian Inst.  Technology Madras;IN;India;12.993;802.368;3216;1490;1668;6374;50.455;23.376;26.169;4;Facility
grid.412574.1;Shivaji Univ.;IN;India;166.765;742.519;840;185;319;1344;62.500;13.765;23.735;3;Education
grid.416809.2;Natl. Inst.  Occupational Safety  & Health;US;United States;388.835;-770.172;531;522;275;1328;39.985;39.307;20.708;4;Facility
grid.462430.7;Laboratory  Analysis  & Architecture  Systems;FR;France;435.635;147.672;209;612;438;1259;16.601;48.610;34.790;4;Facility
grid.503422.2;Univ.  Lille;FR;France;506.317;307.513;1325;5435;2277;9037;14.662;60.142;25.196;3;Education
grid.410528.a;Ctr. Hosp.ier Universitaire de Nice;FR;France;437.105;726.053;174;979;306;1459;11.926;67.101;20.973;6;Healthcare
grid.411147.6;Ctr. Hosp.ier Universitaire d'Angers;FR;France;474.841;-0.555038;492;983;508;1983;24.811;49.571;25.618;6;Healthcare
grid.412043.0;Université de Caen Norm &ie;FR;France;491.906;-0.364444;521;2028;821;3370;15.460;60.178;24.362;3;Education
grid.411438.b;Hosp. Universitari Germans Trias i Pujol;ES;Spain;414.808;223.754;773;1136;701;2610;29.617;43.525;26.858;6;Healthcare
grid.411855.c;Univ. Hosp. Complex  Vigo;ES;Spain;422.299;-871.669;520;356;238;1114;46.679;31.957;21.365;6;Healthcare
grid.6835.8;Universitat Politècnica de Catalunya;ES;Spain;413.894;211.583;3039;1677;1673;6389;47.566;26.248;26.186;3;Education
grid.7821.c;Univ.  Cantabria;ES;Spain;43.473;-3.801;1308;908;633;2849;45.911;31.871;22.218;3;Education
grid.81821.32;Hosp. Universitario La Paz;ES;Spain;404.809;-36.874;2154;1387;1102;4643;46.392;29.873;23.735;6;Healthcare
grid.418701.b;Institut Català d'Oncologia;ES;Spain;420.249;281.435;157;1018;323;1498;10.481;67.957;21.562;5;Government
grid.429738.3;BioMed. Res. Networking Ctr. in Bioengineering, Biomaterials  & Nanomedicine;ES;Spain;416.852;-0.887388;108;851;142;1101;9.809;77.293;12.897;8;Other
grid.11205.37;Univ.  Zaragoza;ES;Spain;416.416;-0.898354;2692;2021;1604;6317;42.615;31.993;25.392;3;Education
grid.28020.38;Univ.  Almería;ES;Spain;368.293;-240.442;1089;358;275;1722;63.240;20.790;15.970;3;Education
grid.474520.0;S &ia Natl. Laboratories;US;United States;350.507;-106.543;1600;1858;422;3880;41.237;47.887;10.876;4;Facility
grid.417555.7;Sani (United States);US;United States;406.361;-746.403;654;792;183;1629;40.147;48.619;11.234;2;Company
grid.417832.b;Biogen (United States);US;United States;423.664;-710.853;486;716;182;1384;35.116;51.734;13.150;2;Company
grid.414966.8;Seoul St. Mary's Hosp.;KR;South Korea;375.859;127.004;730;1687;380;2797;26.099;60.315;13.586;6;Healthcare
grid.17242.32;Selçuk Univ.;TR;Turkey;380.232;325.107;1069;682;975;2726;39.215;25.018;35.767;3;Education
grid.8302.9;Ege Univ.;TR;Turkey;384.539;272.117;2330;933;1315;4578;50.896;20.380;28.724;3;Education
grid.29172.3f;Univ.  Lorraine;FR;France;486.961;617.667;1554;3889;2124;7567;20.537;51.394;28.069;3;Education
grid.410511.0;Paris-Est Créteil Univ.;FR;France;487.881;244.417;421;3120;787;4328;9.727;72.089;18.184;3;Education
grid.411162.1;Ctr. Hosp.ier Universitaire de Poitiers;FR;France;46.559;0.385;325;670;424;1419;22.904;47.216;29.880;6;Healthcare
grid.411167.4;Ctr. Hosp.ier Universitaire de Tours;FR;France;473.877;0.674733;340;1076;431;1847;18.408;58.257;23.335;6;Healthcare
grid.411296.9;Hôpital Lariboisière;FR;France;488.831;235.306;204;1235;456;1895;10.765;65.172;24.063;6;Healthcare
grid.412041.2;Univ.  Bordeaux;FR;France;44.809;-0.590216;1541;5611;3285;10437;14.765;53.761;31.475;3;Education
grid.412116.1;Hôpitaux Universitaires Henri-Mondor;FR;France;48.797;245.259;245;1758;642;2645;9.263;66.465;24.272;6;Healthcare
grid.412143.1;European Univ.  Brittany;FR;France;48.118;-166.961;153;1335;338;1826;8.379;73.111;18.510;3;Education
grid.5399.6;Aix-Marseille Univ.;FR;France;432.935;535.794;1804;7344;3360;12508;14.423;58.714;26.863;3;Education
grid.5607.4;École Normale Supérieure - PSL;FR;France;488.422;234.516;155;1462;543;2160;7.176;67.685;25.139;8;Other
grid.7849.2;Claude Bernard Univ. Lyon 1;FR;France;45.781;486.759;1331;8126;3129;12586;10.575;64.564;24.861;3;Education
grid.418443.e;Inst. Paoli-Calmettes;FR;France;432.623;541.046;152;897;222;1271;11.959;70.574;17.467;7;Nonprofit
grid.257065.3;Hohai Univ.;CN;China;320.589;118.754;4532;1043;843;6418;70.614;16.251;13.135;3;Education
grid.267139.8;Univ.  Shanghai  Science  & Technology;CN;China;312.908;121.552;2679;769;367;3815;70.223;20.157;9.620;3;Education
grid.464332.4;Inst.  Animal Sciences;CN;China;400.299;116.275;558;231;289;1078;51.763;21.429;26.809;4;Facility
grid.464414.7;Res. Inst.  Petroleum Exploration  & Development;CN;China;399.968;116.359;1144;228;246;1618;70.705;14.092;15.204;4;Facility
grid.503241.1;China Univ.  Geosciences;CN;China;305.162;114.404;3278;1167;1267;5712;57.388;20.431;22.181;3;Education
grid.4422.0;Ocean Univ.  China;CN;China;360.612;120.335;5133;1191;2144;8468;60.616;14.065;25.319;3;Education
grid.415954.8;China-Japan Friendship Hosp.;CN;China;399.749;116.427;1700;695;425;2820;60.284;24.645;15.071;6;Healthcare
grid.458482.7;Changchun Inst.  Optics, Fine Mechanics  & Physics;CN;China;43.848;125.408;417;470;322;1209;34.491;38.875;26.634;4;Facility
grid.458489.c;Shenzhen Inst.s  Advanced Technology;CN;China;22.595;113.991;1163;1252;573;2988;38.922;41.901;19.177;4;Facility
grid.412262.1;Northwest Univ.;CN;China;342.489;108.927;3764;1027;725;5516;68.238;18.619;13.144;3;Education
grid.34555.32;Taras Shevchenko Natl. Univ.  Kyiv;UA;Ukraine;504.419;305.113;1879;441;716;3036;61.891;14.526;23.584;3;Education
grid.412801.e;Univ.  South Africa;ZA;South Africa;-257.686;282.012;727;874;247;1848;39.340;47.294;13.366;3;Education
grid.411474.3;Azienda Ospedaliera di Padova;IT;Italy;454.043;118.875;244;1577;292;2113;11.548;74.633;13.819;6;Healthcare
grid.411482.a;Ospedale di Parma;IT;Italy;44.805;103.085;332;1176;303;1811;18.332;64.937;16.731;6;Healthcare
grid.8982.b;Univ.  Pavia;IT;Italy;451.866;915.557;1889;2431;2100;6420;29.424;37.866;32.710;3;Education
grid.415230.1;Azienda Ospedaliera Sant' &rea;IT;Italy;419.834;124.702;115;772;129;1016;11.319;75.984;12.697;6;Healthcare
grid.15496.3f;Vita-Salute San Raffaele Univ.;IT;Italy;455.071;926.732;513;1963;604;3080;16.656;63.734;19.610;3;Education
grid.7763.5;Univ.  Cagliari;IT;Italy;392.175;911.496;1936;1320;1197;4453;43.476;29.643;26.881;3;Education
grid.148374.d;Massey Univ.;NZ;New Zealand;-403.856;175.618;1606;1512;756;3874;41.456;39.029;19.515;3;Education
grid.411859.0;Jiangxi Agricultural Univ.;CN;China;287.631;115.834;1008;260;173;1441;69.951;18.043;12.006;3;Education
grid.411902.f;Jimei Univ.;CN;China;24.577;118.093;759;180;136;1075;70.605;16.744;12.651;3;Education
grid.412067.6;Heilongjiang Univ.;CN;China;457.071;126.624;1630;334;354;2318;70.319;14.409;15.272;3;Education
grid.443558.b;Shenyang Univ.  Technology;CN;China;417.325;123.249;1529;175;114;1818;84.103;9.626;6.271;3;Education
grid.510447.3;Jiangsu Univ.  Science  & Technology;CN;China;321.983;119.466;1405;461;219;2085;67.386;22.110;10.504;3;Education
grid.417409.f;Zunyi Med. Univ.;CN;China;277.083;106.947;818;403;145;1366;59.883;29.502;10.615;3;Education
grid.458481.4;Shenyang Inst.  Automation;CN;China;417.975;123.457;524;296;419;1239;42.292;23.890;33.818;4;Facility
grid.412538.9;Shanghai Tenth People's Hosp.;CN;China;31.272;121.453;1099;783;394;2276;48.287;34.403;17.311;6;Healthcare
grid.412594.f;First Affiliated Hosp.  GuangXi Med. Univ.;CN;China;227.975;108.343;1504;437;396;2337;64.356;18.699;16.945;6;Healthcare
grid.412604.5;First Affiliated Hosp.  Nanchang Univ.;CN;China;286.863;115.909;1018;300;244;1562;65.173;19.206;15.621;6;Healthcare
grid.412679.f;First Affiliated Hosp.  Anhui Med. Univ.;CN;China;318.469;117.269;1229;592;381;2202;55.813;26.885;17.303;6;Healthcare
grid.5591.8;Eötvös Loránd Univ.;HU;Hungary;474.906;190.585;1231;1087;1160;3478;35.394;31.254;33.353;3;Education
grid.254229.a;Chungbuk Natl. Univ.;KR;South Korea;366.289;127.458;2021;1135;712;3868;52.249;29.343;18.407;3;Education
grid.256681.e;Gyeongsang Natl. Univ.;KR;South Korea;35.155;128.098;1931;1145;876;3952;48.861;28.973;22.166;3;Education
grid.256753.0;Hallym Univ.;KR;South Korea;378.688;127.697;1002;1196;738;2936;34.128;40.736;25.136;3;Education
grid.61221.36;Gwangju Inst.  Science  & Technology;KR;South Korea;352.283;126.841;1483;872;767;3122;47.502;27.931;24.568;4;Facility
grid.411597.f;Chonnam Natl. Univ. Hosp.;KR;South Korea;351.421;126.922;290;604;294;1188;24.411;50.842;24.748;6;Healthcare
grid.412588.2;Pusan Natl. Univ. Hosp.;KR;South Korea;352.349;129.079;303;706;216;1225;24.735;57.633;17.633;6;Healthcare
grid.6738.a;Technische Universität Braunschweig;DE;Germany;522.736;105.297;2470;1288;776;4534;54.477;28.408;17.115;3;Education
grid.411984.1;Universitätsmedizin Göttingen;DE;Germany;515.519;994.297;839;3246;806;4891;17.154;66.367;16.479;6;Healthcare
grid.5252.0;Ludwig-Maximilians-Universität München;DE;Germany;481.507;115.803;6867;10515;5607;22989;29.871;45.739;24.390;3;Education
grid.4488.0;TU Dresden;DE;Germany;510.295;13.729;5567;5666;2624;13857;40.175;40.889;18.936;3;Education
grid.8842.6;Br &enburg Univ.  Technology;DE;Germany;517.669;143.265;631;389;162;1182;53.384;32.910;13.706;3;Education
